domain,decision,priority,strict_verdict,why,follow,aclass,example_anchor,backlink_url,authority,dr,ascore,traffic,positions,is_spam,links,ip,country,tier_reason,link_checked
aemobilewallpapersh.gq,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers printable psychrometric chart free,http://aemobilewallpapersh.gq/files/images/printable-psychrometric-chart-free.html,0.0,0.0,0,0,0,,2,,,paid/spam anchor,yes
agkjaxjp.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,7,104.21.53.224,,footprint; is_spam,no (beyond sample)
agroinsursas.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://agroinsursas.com/dark-side-links-dark-white-hat-link-building-1250/,4,0.0,4,0,0,,1,190.8.176.51,us,paid/spam anchor,yes
alazharcilacap.sch.id,DISAVOW,P1 – Core (disavow),UPGRADED review→disavow,Borderline — manual check,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://elibrary-smpia15.alazharcilacap.sch.id/dark-side-links-dark-white-hat-link-building-1250/,13,0.0,13,0,0,,1,103.150.190.231,id,paid/spam anchor,yes
all-aged-domains.com,DISAVOW,P1 – Core (disavow),confirmed,Expired-domain spam network,dofollow,commercial,performingwindows.com,https://all-aged-domains.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,5,0.0,5,0,0,,20,172.67.215.228,,footprint; exact-match commercial anchor,yes
allbaclinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://allbaclinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
alljobs.info,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,northpointwindows.com,https://alljobs.info/0735674f420eb4305092bacc860401a2-l/,2,0.0,2,0,0,,42,118.139.176.46,sg,footprint; farm-IP; exact-match commercial anchor,yes
alltopleveldomains.space,DISAVOW,P1 – Core (disavow),confirmed,Expired-domain spam network,dofollow,commercial,roiwindows.com,http://alltopleveldomains.space/page-d485bee01a16aec182a234e4d87c5708.html,2,0.0,2,0,0,,15,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
allwebsitesdirectory.com,DISAVOW,P1 – Core (disavow),confirmed,Spam directory listing,dofollow,commercial,performingwindows.com,https://allwebsitesdirectory.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,60,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
aloysionunes.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://aloysionunes.com/all/2066/26.html,5,0.0,5,0,0,,4,172.67.138.242,,paid/spam anchor,yes
alysonspes.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,https://thermalprowindows.com/,https://alysonspes.blogspot.com/,2,0.0,2,0,0,,10,172.253.139.132,us,footprint; exact-match commercial anchor,yes
analyticshaven.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://analyticshaven.top/stats/113573,6,0.0,6,0,0,,14,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
anamorphic-aes.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://anamorphic-aes.blogspot.com/,2,0.0,2,0,0,,1,172.253.63.132,us,footprint; exact-match commercial anchor,yes
anchorurl.cloud,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,qualitypluswindows.com,https://anchorurl.cloud/share/124369,6,0.0,6,0,0,,7,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
anizcom.press,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Galerry printable psychrometric chart uk,http://anizcom.press/upload/printable-psychrometric-chart-uk.html,0.0,0.0,0,0,0,,3,,,paid/spam anchor,yes
aocrsljd.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"8U2Uc↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://aocrsljd.xyz/ewrryywpbusxx,0.0,0.0,0,0,0,TRUE,2,188.114.97.0,,footprint; is_spam; paid/spam anchor,yes
arceofswedenes.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,ngwindows.com,https://arceofswedenes.blogspot.com/,2,0.0,2,0,0,,1,142.251.111.132,us,footprint; exact-match commercial anchor,yes
archive-hu.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,https://archive-hu.com/all/2092/28.html,4,0.0,4,0,0,,3,104.21.38.108,,paid/spam anchor,yes
ateliereleaurorei.ro,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://www.ateliereleaurorei.ro/dark-side-links-dark-white-hat-link-building-1250/,2,0.0,2,0,0,,1,172.67.203.169,,paid/spam anchor,yes
atomizelink.icu,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://atomizelink.icu/report/113573,5,0.0,5,0,0,,15,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
atozbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://atozbacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
australianwebdirectory.shop,DISAVOW,P1 – Core (disavow),confirmed,Spam directory listing,dofollow,commercial,performingwindows.com,https://australianwebdirectory.shop/page-18c6f7b2b74807a8ca4d96aec043dde8.html,3,0.0,3,0,0,,22,184.168.111.168,sg,footprint; exact-match commercial anchor,yes
azabuhfq.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,10,104.21.0.188,,footprint; is_spam,no (beyond sample)
backlink-agency.online,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,northgeorgiawindows.net,https://backlink-agency.online/discover-rankvance-wikipedia-backlinks-to-boost-authority-465/,2,0.0,2,0,0,,1,172.67.220.104,,footprint; exact-match commercial anchor,yes
backlink-agency.pro,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,thermatrustwindows.com,https://backlink-agency.pro/grab-rankvance-backlink-deals-before-its-late-470/,2,0.0,2,0,0,,2,172.67.147.91,,footprint; exact-match commercial anchor,yes
backlinkboosters.online,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,ngwindows.com,https://backlinkboosters.online/power-up-your-seo-strategy-with-rankvance-517/,0.0,0.0,0,0,0,TRUE,2,172.67.190.21,,footprint; is_spam; exact-match commercial anchor,yes
backlinkbuilders.pro,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,northgeorgiawindows.net,https://backlinkbuilders.pro/powerful-backlinks-to-beat-competitors-465/,2,0.0,2,0,0,,1,104.21.91.60,,footprint; exact-match commercial anchor,yes
backlinkhouse.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.backlinkhouse.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,28,118.139.161.199,sg,footprint; farm-IP; exact-match commercial anchor,yes
backlinkon.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.backlinkon.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,27,118.139.161.199,sg,footprint; farm-IP; exact-match commercial anchor,yes
backlinkoptimizer.pro,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,roiwindows.com,https://backlinkoptimizer.pro/get-started-with-affordable-link-building-services-469/,2,0.0,2,0,0,,2,172.67.157.196,,footprint; exact-match commercial anchor,yes
backlinkpartners.shop,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,money/spam,"ngwindows.com: guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools, all driving real DR/DA/TF improvement with relevance-first ",https://backlinkpartners.shop/e599fa597-automation-tools-vs-blogroll-links-ecommerce-cost-speed-quality-ranking-outcomes-real-world-action-plan-cost-timeline-and-results-for-scalable-seo-performance/,0.0,0.0,0,0,0,TRUE,2,104.21.41.65,,footprint; is_spam; paid/spam anchor,yes
backlinkrise.pro,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,northpointwindows.com,https://backlinkrise.pro/get-powerful-backlinks-to-outrank-competitors-17/,2,0.0,2,0,0,,3,104.21.36.17,,footprint; exact-match commercial anchor,yes
backlinks-checker.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,thermalprowindows.com,https://backlinks-checker.com/share/113574,6,0.0,6,0,0,,8,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
backlinksbank.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.backlinksbank.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,3,0.0,3,0,0,,27,118.139.161.199,sg,footprint; farm-IP; exact-match commercial anchor,yes
backlinkshouse.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.backlinkshouse.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,21,118.139.161.199,sg,footprint; farm-IP; exact-match commercial anchor,yes
backlinksolutions.info,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,thermatrustwindows.com,https://backlinksolutions.info/best-link-building-agency-rankvance-235/,2,0.0,2,0,0,,5,172.67.214.7,,footprint; exact-match commercial anchor,yes
backlinksplace.site,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,money/spam,"performingwindows.com: guest posts and backlinks, on-page SEO, local SEO, web development, SaaS integrations and automation tools, all driving rising DR/DA/TF s",https://backlinksplace.site/1go2ngz-traffic-recovery-blueprint-crypto-rank-using-contextual-backlinks-blogroll-links/,0.0,0.0,0,0,0,,1,13.140.137.15,fr,footprint; paid/spam anchor,yes
backlinkstree.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,commercial,performingwindows.com,http://www.backlinkstree.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,28,118.139.161.199,sg,footprint; farm-IP; exact-match commercial anchor,yes
bestnz-poker-casinoslot.com,DISAVOW,P1 – Core (disavow),confirmed,Gambling / casino spam,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://bestnz-poker-casinoslot.com/all/2066/26.html,2,0.0,2,0,0,,3,172.67.189.170,,footprint; paid/spam anchor,yes
bestrankbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://bestrankbacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
bestseobacklinkforsite.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://bestseobacklinkforsite.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
bestsitesbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://bestsitesbacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
bestwebstats.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,performingwindows.com,https://bestwebstats.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,61,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
betulcrime.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://betulcrime.com/all/2065/33.html,4,0.0,4,0,0,,4,104.21.11.207,,paid/spam anchor,yes
betwinnermirror.com,DISAVOW,P1 – Core (disavow),confirmed,Gambling / casino spam,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://betwinnermirror.com/all/2066/26.html,2,0.0,2,0,0,,2,172.67.172.111,,footprint; paid/spam anchor,yes
bifoldingdoorsraganamo.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,other,... Access Doc,http://bifoldingdoorsraganamo.blogspot.com/2015/02/frameless-bi-folding-doors.html,2,0.0,2,0,0,,2,192.178.155.132,us,footprint,yes
bitbuzz.org,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://bitbuzz.org/dark-side-links-dark-white-hat-link-building-1250/,6,0.0,6,0,0,,1,184.168.108.151,sg,footprint; paid/spam anchor,yes
blinks.monster,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,northgeorgiawindows.net,http://blinks.monster/domain/domain/part/170306,2,0.0,2,0,0,,34,172.67.161.83,,footprint; exact-match commercial anchor,yes
blinks.sbs,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,qualitypluswindows.com,http://blinks.sbs/domain/domain/part/192831,4,0.0,4,0,0,,17,104.21.3.70,,footprint; exact-match commercial anchor,yes
blogerreviewers.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://blogerreviewers.com/all/2065/33.html,2,0.0,2,0,0,,7,104.21.91.112,,footprint; paid/spam anchor,yes
bloggrupoactialia.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,Window Replacement Company,http://www.bloggrupoactialia.com/feria-cprint-2014-en-madrid/,0.0,0.0,0,0,1,TRUE,1,,,is_spam; exact-match commercial anchor,yes
blogsphere.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://blogsphere.top/stats/113573,6,0.0,6,0,0,,9,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
bluecantera.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://bluecantera.com/blog/page/1810/,2,0.0,2,0,0,,6,192.169.172.129,us,paid/spam anchor,yes
bmobilebandroidlove.ga,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers psychrometric chart digital,http://bmobilebandroidlove.ga/files/images/psychrometric-chart-digital.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
booastrankingwithbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://booastrankingwithbacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
booksreadr.org,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,https://booksreadr.org/page-18c6f7b2b74807a8ca4d96aec043dde8.html,4,0.0,4,0,0,,33,92.249.46.138,in,footprint; farm-IP; exact-match commercial anchor,yes
breachviews.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://breachviews.com/all/2066/26.html,2,0.0,2,0,0,,4,172.67.216.74,,paid/spam anchor,yes
brilko.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,104.21.63.118,,footprint; is_spam,no (beyond sample)
burnersgamershitasd.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,https://roiwindows.com/,https://burnersgamershitasd.blogspot.com/&output=application%2Fld+json,2,0.0,2,0,0,,149,142.251.163.132,us,footprint; exact-match commercial anchor,yes
buyfairbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://buyfairbacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
buyrankbacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://buyrankbacklinks.com/ashgeoseo/,5,0.0,5,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
buyseolinks.site,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://buyseolinks.site/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,2,0.0,2,0,0,,3,199.188.206.19,us,footprint; exact-match commercial anchor,yes
buytopqualitybacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://buytopqualitybacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
buzzshrink.website,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://buzzshrink.website/share/113573,6,0.0,6,0,0,,16,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
bwallpapershbb.ml,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers printable psychrometric chart metric,http://bwallpapershbb.ml/files/images/printable-psychrometric-chart-metric.html,0.0,0.0,0,0,0,,2,,,paid/spam anchor,yes
bye.fyi,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,qualitypluswindows.com,https://bye.fyi/report/124368,24,0.0,24,0,0,,9,195.20.19.178,md,footprint; farm-IP; md,yes
byteshort.xyz,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://byteshort.xyz/report/113573,6,0.0,6,0,0,,17,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
carplz.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngawindows.com,http://www.carplz.com/page-aeacf1cd1c96548a462d30f4186aaaff.html,2,0.0,2,0,0,,8,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
carwindowreplacementfukiyabo.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Pictures of Car Window Replacement In Atlanta,https://carwindowreplacementfukiyabo.blogspot.com/2015/09/car-window-replacement-in-atlanta.html,2,0.0,2,0,0,,1,172.253.63.132,us,footprint; exact-match commercial anchor,yes
carwindowreplacementnosatsuji.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Car Window Replacement Atlanta Pictures,http://carwindowreplacementnosatsuji.blogspot.com/2016/01/car-window-replacement-atlanta.html,2,0.0,2,0,0,,1,142.251.111.132,us,footprint; exact-match commercial anchor,yes
carwindowreplacementznali.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Photos of Atlanta Car Window Replacement,http://carwindowreplacementznali.blogspot.com/2015/05/atlanta-car-window-replacement.html,2,0.0,2,0,0,,1,172.253.115.132,us,footprint; exact-match commercial anchor,yes
casinooftheking.com,DISAVOW,P1 – Core (disavow),confirmed,Gambling / casino spam,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://casinooftheking.com/all/2066/26.html,2,0.0,2,0,0,,4,172.67.222.57,,footprint; paid/spam anchor,yes
ceemobiled.gq,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers double entry doors fiberglass,http://ceemobiled.gq/files/images/double-entry-doors-fiberglass.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
centralc.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,ngawindows.com,https://centralc.pages.dev/04/wtSlOtSjYT,2,0.0,2,0,0,,1,172.66.44.212,,footprint; exact-match commercial anchor,yes
cheapsmmprovider.info,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngwindows.com,http://www.cheapsmmprovider.info/page-34962c4ce6e04e66bc6683ce26dd6c07.html,2,0.0,2,0,0,,7,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
cheapsmmprovider.online,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,http://www.cheapsmmprovider.online/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,17,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
chlamydia-genome.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,http://ngwindows.com/blog/is-it-time-to-replace-your-homes-entry-doors/,https://chlamydia-genome.blogspot.com/2012/11/is-it-time-to-replace-your-home-entry.html,2,0.0,2,0,0,,1,64.233.180.132,us,footprint; exact-match commercial anchor,yes
clicktobuybacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://clicktobuybacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
clifflisting.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://clifflisting.com/all/2065/33.html,2,0.0,2,0,0,,5,172.67.207.213,,paid/spam anchor,yes
clvecom.press,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Galerry printable psychrometric chart,http://clvecom.press/upload/printable-psychrometric-chart.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
cmocheatsheets.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service roiwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://cmocheatsheets.com/all/2479/11.html,2,0.0,2,0,0,,1,104.21.91.99,,paid/spam anchor,yes
